i,j,k,FE,SI,G1,G2,G3,LITOTIPO,ORE,X,Y,Z
19,11,26,64.27,5.45,-99.0,-99.0,-99.0,MD,0,641775.0,8424375.0,662.5
19,11,27,64.27,5.45,-99.0,-99.0,-99.0,MD,0,641775.0,8424375.0,687.5
19,11,28,64.27,5.45,-99.0,-99.0,-99.0,HF,0,641775.0,8424375.0,712.5
19,11,29,65.675,2.1550000000000002,14.087,61.885,24.024,HEM,1,641775.0,8424375.0,737.5
19,11,30,67.13,14.5,14.087,61.885,24.024,HF,0,641775.0,8424375.0,762.5
19,11,31,65.95,0.76,26.972,46.925,26.099,MD,1,641775.0,8424375.0,787.5
19,11,33,65.95,0.76,26.972,46.925,26.099,HF,1,641775.0,8424375.0,837.5
19,11,34,63.72,0.62,26.972,46.925,26.099,CG,1,641775.0,8424375.0,862.5
19,13,27,66.11,0.93,11.038,70.188,18.774,MS,1,641775.0,8424475.0,687.5
19,13,28,66.11,0.93,11.038,70.188,18.774,MD,1,641775.0,8424475.0,712.5
19,13,29,66.3875,0.9125000000000001,-44.149,-14.028500000000001,-40.324,HF,1,641775.0,8424475.0,737.5
19,13,30,36.28,21.43,-99.0,-99.0,-99.0,MD,0,641775.0,8424475.0,762.5
19,13,31,50.31,11.185,-99.0,-99.0,-99.0,HF,0,641775.0,8424475.0,787.5
19,15,27,65.64,14.96,-99.0,-99.0,-99.0,MD,0,641775.0,8424575.0,687.5
19,15,28,65.64,14.96,-99.0,-99.0,-99.0,HF,0,641775.0,8424575.0,712.5
19,17,24,63.84,2.22,-99.0,-99.0,-99.0,MS,1,641775.0,8424675.0,612.5
19,17,25,63.84,2.22,-99.0,-99.0,-99.0,JP,1,641775.0,8424675.0,637.5
19,17,26,63.84,2.22,-99.0,-99.0,-99.0,MD,1,641775.0,8424675.0,662.5
19,17,35,63.720000000000006,0.52,-39.14666666666667,-60.38333333333333,-65.39999999999999,CM,1,641775.0,8424675.0,887.5
19,17,36,65.32,0.69,-99.0,-99.0,-99.0,HF,1,641775.0,8424675.0,912.5
19,19,32,66.6,0.75,-99.0,-99.0,-99.0,HF,1,641775.0,8424775.0,812.5
19,19,33,67.85,0.645,-99.0,-99.0,-99.0,HF,1,641775.0,8424775.0,837.5
19,19,34,67.39750000000001,0.5925,-56.32,-68.3175,-73.2625,HF,1,641775.0,8424775.0,862.5
19,21,31,67.83666666666666,0.9199999999999999,-99.0,-99.0,-99.0,HF,1,641775.0,8424875.0,787.5
19,21,32,67.4125,0.615,-99.0,-99.0,-99.0,HF,1,641775.0,8424875.0,812.5
19,21,33,67.695,0.6699999999999999,-99.0,-99.0,-99.0,HF,1,641775.0,8424875.0,837.5
19,21,34,67.425,0.78,-99.0,-99.0,-99.0,HF,1,641775.0,8424875.0,862.5
19,21,35,62.58,1.18,-99.0,-99.0,-99.0,CM,1,641775.0,8424875.0,887.5
19,23,36,66.13333333333333,0.51,-43.99666666666667,-57.26333333333333,-63.65333333333333,CM,1,641775.0,8424975.0,912.5
19,23,37,40.31,17.22,-99.0,-99.0,-99.0,MD,0,641775.0,8424975.0,937.5
19,23,38,40.31,17.22,-99.0,-99.0,-99.0,MD,0,641775.0,8424975.0,962.5
19,25,30,67.81,0.61,88.52,10.07,1.41,MS,1,641775.0,8425075.0,762.5
19,25,32,67.81,0.61,88.52,10.07,1.41,MD,1,641775.0,8425075.0,812.5
19,25,33,67.81,0.61,88.52,10.07,1.41,MD,1,641775.0,8425075.0,837.5
19,25,35,67.81,0.61,88.52,10.07,1.41,CM,1,641775.0,8425075.0,887.5
19,27,39,42.4,41.0,100.0,0.0,0.0,Jp,0,641775.0,8425175.0,987.5
19,33,36,65.15,0.68,-99.0,-99.0,-99.0,CM,1,641775.0,8425475.0,912.5
19,33,37,67.08500000000001,0.7949999999999999,-99.0,-99.0,-99.0,HF,1,641775.0,8425475.0,937.5
19,33,38,49.69,26.369999999999997,46.00750000000001,-21.2425,-24.015,JP,0,641775.0,8425475.0,962.5
19,35,32,36.9,47.5,99.94,0.0,0.0,JP,0,641775.0,8425575.0,812.5
19,35,33,36.9,47.5,99.94,0.0,0.0,JP,0,641775.0,8425575.0,837.5
19,35,34,58.18666666666667,18.59,-33.52,-65.29,-65.86,JP,0,641775.0,8425575.0,862.5
19,35,35,67.56333333333333,0.8666666666666667,-99.0,-99.0,-99.0,HF,1,641775.0,8425575.0,887.5
19,35,36,66.535,0.6699999999999999,-40.363,-19.24,-39.3595,CM,1,641775.0,8425575.0,912.5
19,37,31,38.7,44.3,100.0,0.0,0.0,JP,0,641775.0,8425675.0,787.5
19,37,32,38.11,43.79,100.0,0.0,0.0,JP,0,641775.0,8425675.0,812.5
19,37,33,57.096666666666664,19.136666666666667,-32.666666666666664,-66.0,-66.0,HF,0,641775.0,8425675.0,837.5
19,37,34,67.06,0.6675,-99.0,-99.0,-99.0,HF,1,641775.0,8425675.0,862.5
19,37,35,66.96666666666665,0.7133333333333334,-99.0,-99.0,-99.0,HF,1,641775.0,8425675.0,887.5
19,37,36,66.20333333333333,0.5800000000000001,10.976666666666665,-14.943333333333333,-28.66333333333333,CM,1,641775.0,8425675.0,912.5
19,39,30,66.94,10.98,15.31,66.76,17.04,ms,0,641775.0,8425775.0,762.5
19,39,31,67.18666666666667,4.3,-23.099999999999998,11.763333333333335,-21.616666666666664,hf,1,641775.0,8425775.0,787.5
19,39,32,63.51,3.4125,14.15,63.2175,22.1025,hf,1,641775.0,8425775.0,812.5
19,39,33,67.32666666666667,3.9966666666666666,-23.746666666666666,8.063333333333333,-17.11,hf,1,641775.0,8425775.0,837.5
19,39,34,67.9,0.6833333333333332,-60.129999999999995,-45.53,-59.20666666666667,hf,1,641775.0,8425775.0,862.5
19,39,35,67.76666666666667,0.68,-23.03333333333333,11.976666666666665,-21.86,hf,1,641775.0,8425775.0,887.5
19,39,36,62.855,1.96,70.31,24.77,4.07,CM,1,641775.0,8425775.0,912.5
19,41,35,66.72999999999999,6.165,-99.0,-99.0,-99.0,CM,0,641775.0,8425875.0,887.5
19,41,36,66.43,0.41,-99.0,-99.0,-99.0,CM,1,641775.0,8425875.0,912.5
19,42,31,30.63,41.18,-99.0,-99.0,-99.0,MD,0,641775.0,8425925.0,787.5
19,42,32,67.63666666666667,0.6699999999999999,-63.484,-43.94433333333333,-57.36933333333334,HF,1,641775.0,8425925.0,812.5
19,42,33,67.2075,3.5075000000000003,-43.526,-17.587,-37.643249999999995,HF,1,641775.0,8425925.0,837.5
19,42,34,66.935,6.23,-99.0,-99.0,-99.0,HF,0,641775.0,8425925.0,862.5
19,42,35,67.00999999999999,8.335,-40.775999999999996,-18.2795,-39.7635,HF,0,641775.0,8425925.0,887.5
19,43,33,68.28,0.51,5.09,70.24,24.66,HF,1,641775.0,8425975.0,837.5
19,44,30,67.07,0.95,17.65,62.93,19.4,MS,1,641775.0,8426025.0,762.5
19,44,31,67.07,0.95,17.65,62.93,19.4,MD,1,641775.0,8426025.0,787.5
19,44,32,67.71,0.7466666666666667,10.153333333333334,66.14666666666666,23.683333333333334,HF,1,641775.0,8426025.0,812.5
19,44,33,68.09,0.59,6.15,69.36,24.48,HF,1,641775.0,8426025.0,837.5
19,44,36,65.41,0.57,74.22,20.34,5.43,CM,1,641775.0,8426025.0,912.5
19,44,37,67.12666666666667,0.5666666666666667,-5.390000000000001,-4.1933333333333325,-22.756666666666664,CM,1,641775.0,8426025.0,937.5
19,44,38,67.64666666666666,0.7366666666666667,-61.833333333333336,-46.57666666666666,-56.26666666666667,HF,1,641775.0,8426025.0,962.5
19,44,39,64.305,0.81,-37.635,-22.325,-38.55,HF,1,641775.0,8426025.0,987.5
19,45,31,26.516,29.956,-99.0,-99.0,-99.0,md,0,641775.0,8426075.0,787.5
19,45,32,67.17,0.7833333333333333,-60.836666666666666,-43.07333333333333,-61.076666666666675,hf,1,641775.0,8426075.0,812.5
19,50,36,63.15,0.57,65.911,29.99,4.093,CG,1,641775.0,8426325.0,912.5
19,50,37,63.15,0.57,65.911,29.99,4.093,CM,1,641775.0,8426325.0,937.5
19,68,32,66.72,0.65,-99.0,-99.0,-99.0,HF,1,641775.0,8427225.0,812.5
19,68,33,67.16666666666667,0.5866666666666667,-60.78666666666667,-43.85999999999999,-60.333333333333336,HF,1,641775.0,8427225.0,837.5
19,68,34,61.839999999999996,0.6966666666666667,8.476666666666668,-11.540000000000001,-29.80666666666667,CM,1,641775.0,8427225.0,862.5
19,68,35,64.78999999999999,0.6,69.65,26.555,3.04,CM,1,641775.0,8427225.0,887.5
19,70,30,66.35,1.5,24.02,49.28,26.69,HF,1,641775.0,8427325.0,762.5
19,70,31,67.21666666666665,10.143333333333333,18.133333333333333,57.4,24.45,HF,0,641775.0,8427325.0,787.5
19,70,32,67.94333333333333,0.7366666666666667,19.24,58.23333333333333,22.52333333333333,HF,1,641775.0,8427325.0,812.5
19,70,33,67.46666666666665,0.8066666666666666,13.743333333333334,60.98,25.263333333333332,HF,1,641775.0,8427325.0,837.5
19,70,34,67.26666666666667,0.7933333333333333,29.55,51.77333333333333,18.666666666666668,HF,1,641775.0,8427325.0,862.5
19,70,35,65.6,0.67,22.39,55.76,21.85,CM,1,641775.0,8427325.0,887.5
19,72,30,66.965,21.47,-99.0,-99.0,-99.0,HF,0,641775.0,8427425.0,762.5
19,72,31,66.62333333333333,23.78333333333333,-99.0,-99.0,-99.0,HF,0,641775.0,8427425.0,787.5
19,72,32,53.72,30.729999999999997,0.5,-49.5,-49.5,HF,0,641775.0,8427425.0,812.5
19,72,33,67.63666666666667,7.206666666666666,-63.18333333333334,-44.51,-57.11333333333334,HF,0,641775.0,8427425.0,837.5
19,72,34,51.332499999999996,0.9825,-32.33,-30.585,-35.99,CG,0,641775.0,8427425.0,862.5
19,72,35,50.20333333333334,0.5966666666666667,56.16,33.61,9.35,CG,0,641775.0,8427425.0,887.5
19,74,38,64.14,0.84,20.21,54.63,25.17,HF,1,641775.0,8427525.0,962.5
19,74,39,65.87666666666667,8.726666666666667,16.716666666666665,60.086666666666666,23.186666666666667,HF,0,641775.0,8427525.0,987.5
19,76,26,42.486666666666665,24.8,5.29,64.6,30.100000000000005,HF,0,641775.0,8427625.0,662.5
19,76,27,67.55250000000001,4.3175,9.975,62.144999999999996,27.8675,HF,1,641775.0,8427625.0,687.5
19,76,28,66.43333333333332,0.8433333333333334,16.136666666666667,51.693333333333335,32.16,HF,1,641775.0,8427625.0,712.5
19,76,29,66.62,0.7133333333333334,12.36,64.50666666666666,23.12,HF,1,641775.0,8427625.0,737.5
19,76,30,67.10000000000001,0.7066666666666667,15.479999999999999,64.98333333333333,19.53,HF,1,641775.0,8427625.0,762.5
19,76,31,67.6,0.69,13.14,65.02,21.826666666666668,HF,1,641775.0,8427625.0,787.5
19,78,25,36.167142857142856,35.07142857142857,-99.0,-99.0,-99.0,MD,0,641775.0,8427725.0,637.5
19,78,26,66.37166666666667,3.596666666666667,-46.51499999999999,-13.244999999999997,-38.86333333333334,HF,1,641775.0,8427725.0,662.5
19,78,27,67.25571428571428,2.2185714285714284,-40.32714285714286,0.6571428571428584,-30.554285714285715,HF,1,641775.0,8427725.0,687.5
19,78,28,67.77000000000001,0.7849999999999999,4.57,76.795,18.634999999999998,HF,1,641775.0,8427725.0,712.5
19,82,35,66.10499999999999,0.88,13.004999999999999,51.575,35.41,HF,1,641775.0,8427925.0,887.5
19,82,36,66.53666666666668,0.66,53.473333333333336,37.81666666666666,8.696666666666667,CM,1,641775.0,8427925.0,912.5
19,86,33,63.28,13.300000000000002,17.38,62.28,20.35,MD,0,641775.0,8428125.0,837.5
19,86,34,63.28,13.3,17.38,62.28,20.35,MD,0,641775.0,8428125.0,862.5
19,86,35,65.13499999999999,7.105,14.754999999999999,73.7,11.540000000000001,HF,0,641775.0,8428125.0,887.5
19,86,36,67.27000000000001,0.7949999999999999,13.17,59.849999999999994,26.96,HF,1,641775.0,8428125.0,912.5
19,86,37,65.82,0.55,62.2,30.77,7.02,CM,1,641775.0,8428125.0,937.5
20,11,24,64.27,5.45,-99.0,-99.0,-99.0,MS,0,641825.0,8424375.0,612.5
20,11,25,64.27,5.45,-99.0,-99.0,-99.0,MD,0,641825.0,8424375.0,637.5
20,11,26,64.27,5.45,-99.0,-99.0,-99.0,MD,0,641825.0,8424375.0,662.5
20,13,28,66.53,1.18,-99.0,-99.0,-99.0,HF,1,641825.0,8424475.0,712.5
20,13,29,56.6875,6.41,-99.0,-99.0,-99.0,HF,0,641825.0,8424475.0,737.5
20,13,30,45.866666666666674,11.85,-99.0,-99.0,-99.0,HEM,0,641825.0,8424475.0,762.5
20,13,31,35.53,20.54,-99.0,-99.0,-99.0,HF,0,641825.0,8424475.0,787.5
20,13,32,35.53,20.54,-99.0,-99.0,-99.0,MD,0,641825.0,8424475.0,812.5
20,13,33,66.88666666666667,3.9066666666666663,-99.0,-99.0,-99.0,HF,1,641825.0,8424475.0,837.5
20,13,34,66.54666666666667,0.5733333333333334,-99.0,-99.0,-99.0,CM,1,641825.0,8424475.0,862.5
20,15,29,37.78666666666667,32.415,39.74,48.46,11.176666666666668,MD,0,641825.0,8424575.0,737.5
20,15,30,68.1,0.64,13.63,69.44,16.0,HF,1,641825.0,8424575.0,762.5
20,15,31,57.70666666666667,1.22,-99.0,-99.0,-99.0,HF,0,641825.0,8424575.0,787.5
20,15,32,38.91,2.07,-99.0,-99.0,-99.0,MD,0,641825.0,8424575.0,812.5
20,15,33,38.91,2.07,-99.0,-99.0,-99.0,HF,0,641825.0,8424575.0,837.5
20,15,34,38.91,2.07,-99.0,-99.0,-99.0,MD,0,641825.0,8424575.0,862.5
20,15,35,38.91,2.07,-99.0,-99.0,-99.0,CG,0,641825.0,8424575.0,887.5
20,17,36,67.04,0.59,-99.0,-99.0,-99.0,HF,1,641825.0,8424675.0,912.5
20,17,37,67.0,0.75,-43.2,-16.369999999999997,-39.305,HF,1,641825.0,8424675.0,937.5
20,17,38,52.295,9.795,-99.0,-99.0,-99.0,HF,0,641825.0,8424675.0,962.5
20,17,39,37.41,18.93,-99.0,-99.0,-99.0,JP,0,641825.0,8424675.0,987.5
20,18,39,55.72,17.38,14.23,56.6,28.52,JP,0,641825.0,8424725.0,987.5
20,19,32,67.21,0.67,11.8,64.5,23.14,HF,1,641825.0,8424775.0,812.5
20,20,28,37.34,42.32,96.47,3.19,0.34,JP,0,641825.0,8424825.0,712.5
20,20,29,40.193333333333335,41.89666666666667,99.19333333333333,0.6366666666666666,0.17,JP,0,641825.0,8424825.0,737.5
20,20,30,63.18,17.49,-37.75,-24.405,-36.6,HF,0,641825.0,8424825.0,762.5
20,20,31,67.22333333333334,3.8166666666666664,-62.82,-43.583333333333336,-58.46,HF,1,641825.0,8424825.0,787.5
20,20,32,67.67,0.65,-99.0,-99.0,-99.0,HF,1,641825.0,8424825.0,812.5
20,21,30,67.0,1.975,-99.0,-99.0,-99.0,HF,1,641825.0,8424875.0,762.5
20,22,29,30.81,25.64,-99.0,-99.0,-99.0,MD,0,641825.0,8424925.0,737.5
20,30,34,68.22333333333334,0.6633333333333334,-60.56633333333334,-45.421,-58.99666666666667,HF,1,641825.0,8425325.0,862.5
20,30,35,67.38333333333333,0.7999999999999999,-39.63766666666667,-59.879999999999995,-65.38533333333334,HF,1,641825.0,8425325.0,887.5
20,30,36,63.465,0.77,79.087,18.36,1.844,CM,1,641825.0,8425325.0,912.5
20,31,32,42.2,38.0,99.88499999999999,0.0,0.0,JP,0,641825.0,8425375.0,812.5
20,31,33,67.61,0.9433333333333334,99.96999999999998,0.0,0.0,HF,1,641825.0,8425375.0,837.5
20,32,33,44.7,34.4,99.97,0.0,0.0,JP,0,641825.0,8425425.0,837.5
20,32,34,67.915,0.7975,-64.62725,-63.13375,-70.221,HF,1,641825.0,8425425.0,862.5
20,32,35,66.54666666666667,0.7966666666666667,36.582,45.845333333333336,16.724999999999998,HF,1,641825.0,8425425.0,887.5
20,32,36,63.93,0.66,73.772,21.449,4.069,CM,1,641825.0,8425425.0,912.5
20,33,39,43.629999999999995,35.81,94.04,4.986666666666667,0.98,JP,0,641825.0,8425475.0,987.5
20,37,28,38.7,44.3,100.0,0.0,0.0,MS,0,641825.0,8425675.0,712.5
20,37,30,38.7,44.3,100.0,0.0,0.0,JP,0,641825.0,8425675.0,762.5
20,42,31,30.63,41.18,-99.0,-99.0,-99.0,MS,0,641825.0,8425925.0,787.5
20,44,39,33.32,21.9,-99.0,-99.0,-99.0,MD,0,641825.0,8426025.0,987.5
20,50,31,63.15,0.57,65.911,29.99,4.093,MS,1,641825.0,8426325.0,787.5
20,50,35,63.15,0.57,65.911,29.99,4.093,MD,1,641825.0,8426325.0,887.5
20,68,30,42.15,16.29,-99.0,-99.0,-99.0,MD,0,641825.0,8427225.0,762.5
20,68,31,66.50666666666667,4.946666666666666,-99.0,-99.0,-99.0,HF,1,641825.0,8427225.0,787.5
20,68,32,67.3,0.68,17.99,58.94,22.93,HF,1,641825.0,8427225.0,812.5
20,70,29,40.035,42.0,99.965,0.0,0.0,JP,0,641825.0,8427325.0,737.5
20,70,30,44.51,26.94666666666667,51.11333333333332,33.63,15.236666666666666,HF,0,641825.0,8427325.0,762.5
20,72,28,40.7,37.46,89.05,9.12,1.84,MD,0,641825.0,8427425.0,712.5
20,72,29,48.28,23.47,-4.975000000000001,-44.94,-48.58,HEM,0,641825.0,8427425.0,737.5
20,72,30,66.17,26.92,-99.0,-99.0,-99.0,HF,0,641825.0,8427425.0,762.5
20,74,34,64.5,0.6,21.43,61.42,16.15,HEM,1,641825.0,8427525.0,862.5
20,74,35,64.99333333333333,0.5866666666666668,-58.55666666666667,-45.276666666666664,-61.123333333333335,CM,1,641825.0,8427525.0,887.5
20,74,36,65.05,0.68,-99.0,-99.0,-99.0,CM,1,641825.0,8427525.0,912.5
20,76,32,67.555,0.715,-99.0,-99.0,-99.0,HF,1,641825.0,8427625.0,812.5
20,76,33,67.475,0.7925,-99.0,-99.0,-99.0,HF,1,641825.0,8427625.0,837.5
20,76,34,67.44,0.6499999999999999,-99.0,-99.0,-99.0,HF,1,641825.0,8427625.0,862.5
20,76,35,65.545,0.5800000000000001,-99.0,-99.0,-99.0,CM,1,641825.0,8427625.0,887.5
20,80,33,41.55,5.97,21.11,61.28,17.6,MD,0,641825.0,8427825.0,837.5
20,80,34,62.730000000000004,6.840000000000001,27.06,58.485,14.440000000000001,HF,0,641825.0,8427825.0,862.5
20,80,35,66.27666666666666,0.8933333333333332,18.263333333333332,56.5,25.23,HF,1,641825.0,8427825.0,887.5
20,80,36,64.27,0.5,76.41,20.28,3.3,CM,1,641825.0,8427825.0,912.5
20,82,30,33.93,22.12,9.68,54.06,36.25,MS,0,641825.0,8427925.0,762.5
20,82,31,55.93666666666667,11.136666666666668,10.780000000000001,55.47666666666667,33.73666666666667,HF,0,641825.0,8427925.0,787.5
20,82,32,65.055,0.79,16.285,57.815,25.89,HEM,1,641825.0,8427925.0,812.5
20,82,33,66.86333333333333,0.6833333333333332,-27.27333333333333,11.313333333333333,-16.38,HF,1,641825.0,8427925.0,837.5
20,82,34,66.50999999999999,0.745,12.024999999999999,63.055,24.895,HF,1,641825.0,8427925.0,862.5
20,82,35,66.65,0.72,13.43,60.33,26.22,HF,1,641825.0,8427925.0,887.5
20,84,32,26.85,45.77,17.52,61.33,21.14,MS,0,641825.0,8428025.0,812.5
20,84,33,26.85,45.77,17.52,61.33,21.14,MD,0,641825.0,8428025.0,837.5
20,84,34,65.725,1.025,11.809999999999999,62.755,25.425,HF,1,641825.0,8428025.0,862.5
20,84,35,66.62,0.86,9.38,60.1,30.52,HF,1,641825.0,8428025.0,887.5
20,84,36,68.29,0.7000000000000001,7.79,59.51,32.69,HF,1,641825.0,8428025.0,912.5
20,84,37,65.26,0.6,77.81,18.69,3.49,CM,1,641825.0,8428025.0,937.5
21,7,34,46.805,8.07,80.1,16.5,3.37,CG,0,641875.0,8424175.0,862.5
21,7,35,56.405,6.275,78.5,19.3,2.21,CM,0,641875.0,8424175.0,887.5
21,7,36,54.77333333333333,8.596666666666666,80.83333333333333,16.266666666666666,2.8866666666666667,CG,0,641875.0,8424175.0,912.5
21,7,37,31.3,20.8,81.6,15.5,2.87,MD,0,641875.0,8424175.0,937.5
21,7,39,31.3,20.8,81.6,15.5,2.87,MD,0,641875.0,8424175.0,987.5
21,8,34,39.754999999999995,1.005,82.0,15.6,2.35,CG,0,641875.0,8424225.0,862.5
21,8,35,51.42,13.100000000000001,51.9,37.75,10.33,CG,0,641875.0,8424225.0,887.5
21,8,36,26.1,12.565000000000001,28.5,54.4,17.09,MD,0,641875.0,8424225.0,912.5
21,8,37,54.01333333333333,32.5,71.96666666666667,23.2,4.816666666666667,MD,0,641875.0,8424225.0,937.5
21,8,38,40.455,22.72,48.6,40.6,10.8,MD,0,641875.0,8424225.0,962.5
21,9,25,44.7,34.78,91.1,7.8,1.04,JP,0,641875.0,8424275.0,637.5
21,9,26,53.3,22.065,47.8,40.95,11.215,HF,0,641875.0,8424275.0,662.5
21,9,27,67.29,12.58,4.5,74.1,21.39,HF,0,641875.0,8424275.0,687.5
21,9,28,59.855000000000004,12.479999999999999,-33.55,-20.25,-44.66,HEM,0,641875.0,8424275.0,712.5
21,9,29,52.87,21.33,18.0,71.1,10.97,HEM,0,641875.0,8424275.0,737.5
21,9,30,56.04333333333333,20.386666666666667,50.366666666666674,40.53333333333333,9.13,HEM,0,641875.0,8424275.0,762.5
21,9,31,39.485,14.655000000000001,75.3,21.5,3.26,HEM,0,641875.0,8424275.0,787.5
21,9,32,59.545,22.705000000000002,52.7,39.95,7.38,MD,0,641875.0,8424275.0,812.5
21,9,33,51.175,0.6950000000000001,64.3,32.8,2.9,CM,0,641875.0,8424275.0,837.5
21,9,34,44.83,1.375,72.85,23.65,3.4899999999999998,CG,0,641875.0,8424275.0,862.5
21,13,25,39.3,41.62,100.0,0.0,0.0,MS,0,641875.0,8424475.0,637.5
21,13,26,39.3,41.62,100.0,0.0,0.0,MD,0,641875.0,8424475.0,662.5
21,13,27,39.3,41.62,100.0,0.0,0.0,JP,0,641875.0,8424475.0,687.5
21,13,28,46.26,33.17,91.32,7.4,1.27,JP,0,641875.0,8424475.0,712.5
21,15,28,43.64,35.31,91.96,6.5,1.53,MS,0,641875.0,8424575.0,712.5
21,18,34,62.955,0.49,-26.135,-27.65,-44.72,CM,1,641875.0,8424725.0,862.5
21,20,33,67.89666666666666,0.61,16.6,66.67333333333333,16.716666666666665,HF,1,641875.0,8424825.0,837.5
21,20,34,66.02333333333333,0.48666666666666664,50.73,41.01,8.23,CM,1,641875.0,8424825.0,862.5
21,22,35,66.8,0.64,40.03,48.67,10.58,CM,1,641875.0,8424925.0,887.5
21,22,36,68.125,0.575,35.915,50.715,12.61,HF,1,641875.0,8424925.0,912.5
21,22,37,66.11,10.123333333333333,-99.0,-99.0,-99.0,HF,0,641875.0,8424925.0,937.5
21,22,38,67.58,0.7566666666666667,-58.96666666666667,-45.61333333333334,-60.160000000000004,HF,1,641875.0,8424925.0,962.5
21,22,39,67.88,0.81,-99.0,-99.0,-99.0,HF,1,641875.0,8424925.0,987.5
21,24,35,63.26,0.7,73.6,20.36,5.05,CM,1,641875.0,8425025.0,887.5
21,24,36,45.35999999999999,0.65,-41.46666666666667,-59.21333333333333,-64.31666666666666,CG,0,641875.0,8425025.0,912.5
21,24,37,54.1,5.26,-99.0,-99.0,-99.0,HEM,0,641875.0,8425025.0,937.5
21,24,38,61.5,1.15,-99.0,-99.0,-99.0,MD,1,641875.0,8425025.0,962.5
21,26,36,47.195,17.925,74.35,22.43,2.87,CM,0,641875.0,8425125.0,912.5
21,26,37,30.81,35.28,74.35,22.43,2.87,MD,0,641875.0,8425125.0,937.5
21,26,38,52.260000000000005,10.875,-12.325000000000003,-38.285,-48.065,HF,0,641875.0,8425125.0,962.5
21,26,39,48.46666666666667,29.976666666666663,33.666666666666664,-33.0,-33.0,JP,0,641875.0,8425125.0,987.5
21,29,30,68.18,0.68,-99.0,-99.0,-99.0,JP,1,641875.0,8425275.0,762.5
21,34,35,68.41666666666667,0.65,-99.0,-99.0,-99.0,HF,1,641875.0,8425525.0,887.5
21,34,36,67.12,0.6733333333333333,-99.0,-99.0,-99.0,HF,1,641875.0,8425525.0,912.5
21,38,32,43.02,10.35,71.21,21.02,7.76,MS,0,641875.0,8425725.0,812.5
21,38,33,43.02,10.35,71.21,21.02,7.76,MD,0,641875.0,8425725.0,837.5
21,38,34,43.02,10.35,71.21,21.02,7.76,MD,0,641875.0,8425725.0,862.5
21,38,35,59.21333333333334,3.8433333333333333,71.21,21.02,7.760000000000001,CM,0,641875.0,8425725.0,887.5
21,38,36,63.47,0.7,71.21,21.02,7.76,CM,1,641875.0,8425725.0,912.5
21,40,33,64.52,13.17,36.458,51.24,11.88,MS,0,641875.0,8425825.0,837.5
21,40,34,64.52,13.17,36.458,51.24,11.88,HF,0,641875.0,8425825.0,862.5
21,40,35,64.39,0.655,24.592000000000002,58.757999999999996,16.65,HF,1,641875.0,8425825.0,887.5
21,40,36,61.05,0.59,35.34,48.501,16.159,CM,1,641875.0,8425825.0,912.5
21,68,34,59.61,11.45,85.3,11.7,3.1,CM,0,641875.0,8427225.0,862.5
21,70,31,40.58,16.32,-99.0,-99.0,-99.0,MS,0,641875.0,8427325.0,787.5
21,70,32,40.58,16.32,-99.0,-99.0,-99.0,MD,0,641875.0,8427325.0,812.5
21,70,33,53.635,9.25,-99.0,-99.0,-99.0,HC,0,641875.0,8427325.0,837.5
21,70,34,66.535,5.45,-99.0,-99.0,-99.0,HF,0,641875.0,8427325.0,862.5
21,70,35,64.98666666666666,0.44333333333333336,-48.54333333333333,-53.053333333333335,-63.373333333333335,CM,1,641875.0,8427325.0,887.5
21,72,30,-99.0,-99.0,-99.0,-99.0,-99.0,MS,0,641875.0,8427425.0,762.5
21,72,31,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641875.0,8427425.0,787.5
21,72,33,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641875.0,8427425.0,837.5
21,72,35,-99.0,-99.0,-99.0,-99.0,-99.0,CG,0,641875.0,8427425.0,887.5
21,74,30,42.4,1.25,-99.0,-99.0,-99.0,MD,0,641875.0,8427525.0,762.5
21,74,31,42.4,1.25,-99.0,-99.0,-99.0,Md,0,641875.0,8427525.0,787.5
21,74,33,42.4,1.25,-99.0,-99.0,-99.0,Md,0,641875.0,8427525.0,837.5
21,74,34,50.14000000000001,1.02,-99.0,-99.0,-99.0,Md,0,641875.0,8427525.0,862.5
21,76,27,33.52,31.93,-99.0,-99.0,-99.0,MS,0,641875.0,8427625.0,687.5
21,76,28,43.376666666666665,28.886666666666667,-99.0,-99.0,-99.0,MD,0,641875.0,8427625.0,712.5
21,76,29,66.34,3.2625,-41.1075,-16.919999999999998,-40.855,HF,1,641875.0,8427625.0,737.5
21,76,30,67.185,0.7849999999999999,14.504999999999999,60.144999999999996,24.564999999999998,HF,1,641875.0,8427625.0,762.5
21,76,31,67.31,0.7949999999999999,-44.12,-16.265,-38.465,HF,1,641875.0,8427625.0,787.5
21,76,32,67.04,0.73,-99.0,-99.0,-99.0,HF,1,641875.0,8427625.0,812.5
21,82,35,64.58,5.925,-99.0,-99.0,-99.0,HEM,0,641875.0,8427925.0,887.5
21,82,36,67.46,0.7433333333333333,-14.270000000000001,3.199999999999998,-21.27,HF,1,641875.0,8427925.0,912.5
21,82,37,65.22,0.59,45.42,47.88,6.7,CM,1,641875.0,8427925.0,937.5
21,84,34,62.57,12.9,10.08,47.47,42.44,MD,0,641875.0,8428025.0,862.5
21,84,35,62.57,12.9,10.08,47.47,42.44,MD,0,641875.0,8428025.0,887.5
