i,j,k,FE,SI,G1,G2,G3,LITOTIPO,ORE,X,Y,Z
12,20,31,30.7,19.75,10.6,68.5,20.9,MD,0,641425.0,8424825.0,787.5
12,20,32,65.92,5.9799999999999995,10.2,69.3,20.549999999999997,HF,0,641425.0,8424825.0,812.5
12,20,33,66.9,6.655,5.7,76.55000000000001,17.799999999999997,HF,0,641425.0,8424825.0,837.5
12,20,34,29.1,16.5,4.2,76.9,18.9,MD,0,641425.0,8424825.0,862.5
12,21,26,15.8,57.6,96.1,2.9,1.0,MS,0,641425.0,8424875.0,662.5
12,21,27,13.4,47.1,96.1,2.9,1.0,MS,0,641425.0,8424875.0,687.5
12,21,28,30.56,53.58,96.1,2.9,1.0,JP,0,641425.0,8424875.0,712.5
12,21,29,30.884999999999998,51.765,94.94999999999999,4.1,0.95,JP,0,641425.0,8424875.0,737.5
12,21,30,32.26,45.14,42.5,39.1,18.5,HEM,0,641425.0,8424875.0,762.5
12,24,36,68.11,0.78,14.8,63.7,21.55,HF,1,641425.0,8425025.0,912.5
12,24,37,68.71,0.68,16.3,62.9,20.73,HF,1,641425.0,8425025.0,937.5
12,24,38,68.19,6.755,8.9,62.9,28.19,HF,0,641425.0,8425025.0,962.5
12,24,39,40.35,41.349999999999994,-2.8500000000000014,-46.4,-49.285,JP,0,641425.0,8425025.0,987.5
12,27,20,38.75333333333333,41.23333333333333,100.0,0.0,0.0,JP,0,641425.0,8425175.0,512.5
12,27,22,38.39,44.15,100.0,0.0,0.0,JP,0,641425.0,8425175.0,562.5
12,27,23,38.39,44.15,100.0,0.0,0.0,JP,0,641425.0,8425175.0,587.5
12,27,24,37.97,43.3,98.15,1.65,0.2,MS,0,641425.0,8425175.0,612.5
12,27,35,60.1,3.52,15.694,65.55,17.77,CM,1,641425.0,8425175.0,887.5
12,28,35,54.965,0.9450000000000001,18.577,63.413,17.03,CG,0,641425.0,8425225.0,887.5
12,28,37,51.84,0.84,18.577,63.413,17.03,MD,0,641425.0,8425225.0,937.5
12,30,33,65.8,11.69,-99.0,-99.0,-99.0,HF,0,641425.0,8425325.0,837.5
12,30,34,50.5,0.7,-99.0,-99.0,-99.0,MD,0,641425.0,8425325.0,862.5
12,30,35,54.663333333333334,0.68,-99.0,-99.0,-99.0,CG,0,641425.0,8425325.0,887.5
12,31,30,35.44,45.83,85.96,12.34,1.71,JP,0,641425.0,8425375.0,762.5
12,31,32,66.07,5.8500000000000005,-99.0,-99.0,-99.0,HF,0,641425.0,8425375.0,812.5
12,31,33,66.1,1.01,-99.0,-99.0,-99.0,HF,1,641425.0,8425375.0,837.5
12,32,35,60.61,0.63,-99.0,-99.0,-99.0,CM,1,641425.0,8425425.0,887.5
12,32,36,60.61,0.63,-99.0,-99.0,-99.0,CG,1,641425.0,8425425.0,912.5
12,32,37,60.61,0.63,-99.0,-99.0,-99.0,MD,1,641425.0,8425425.0,937.5
12,32,38,50.09,10.11,-99.0,-99.0,-99.0,MD,0,641425.0,8425425.0,962.5
12,33,38,67.56666666666668,9.816666666666666,-28.382,13.155333333333337,-17.351333333333333,HF,0,641425.0,8425475.0,962.5
12,34,30,60.5,0.54,-99.0,-99.0,-99.0,JP,1,641425.0,8425525.0,762.5
12,34,32,60.5,0.54,-99.0,-99.0,-99.0,MS,1,641425.0,8425525.0,812.5
12,34,34,60.5,0.54,-99.0,-99.0,-99.0,MD,1,641425.0,8425525.0,862.5
12,35,28,40.82,42.36,100.0,0.0,0.0,JP,0,641425.0,8425575.0,712.5
12,35,31,40.82,42.36,100.0,0.0,0.0,MS,0,641425.0,8425575.0,787.5
12,36,30,33.12,51.23,100.0,0.0,0.0,MS,0,641425.0,8425625.0,762.5
12,41,30,66.0,2.7,-99.0,-99.0,-99.0,HF,1,641425.0,8425875.0,762.5
12,41,31,66.11666666666667,1.3833333333333335,-99.0,-99.0,-99.0,HF,1,641425.0,8425875.0,787.5
12,41,32,67.025,1.1749999999999998,-99.0,-99.0,-99.0,HF,1,641425.0,8425875.0,812.5
12,41,33,66.21428571428571,0.5285714285714286,-99.0,-99.0,-99.0,HF,1,641425.0,8425875.0,837.5
12,41,34,62.6,0.35714285714285715,-99.0,-99.0,-99.0,HF,1,641425.0,8425875.0,862.5
12,41,35,64.7,0.75,-99.0,-99.0,-99.0,CM,1,641425.0,8425875.0,887.5
12,45,32,66.62,0.99,-99.0,-99.0,-99.0,HF,1,641425.0,8426075.0,812.5
12,45,33,67.65333333333334,0.6066666666666667,-99.0,-99.0,-99.0,HF,1,641425.0,8426075.0,837.5
12,45,34,63.735,0.59,76.367,20.2575,3.0065,CM,1,641425.0,8426075.0,862.5
12,47,29,42.8,36.86,86.64,10.78,2.58,JP,0,641425.0,8426175.0,737.5
12,47,30,66.58,12.015,-99.0,-99.0,-99.0,HF,0,641425.0,8426175.0,762.5
12,47,31,67.5275,0.745,-99.0,-99.0,-99.0,HF,1,641425.0,8426175.0,787.5
12,47,32,67.85666666666667,0.6466666666666666,-99.0,-99.0,-99.0,HF,1,641425.0,8426175.0,812.5
12,47,33,67.36,0.46,-99.0,-99.0,-99.0,HF,1,641425.0,8426175.0,837.5
12,47,34,54.86666666666667,16.156666666666666,69.06333333333333,26.87,3.483333333333333,CM,0,641425.0,8426175.0,862.5
12,49,26,67.34,0.895,-43.153999999999996,-13.113500000000002,-42.6765,HF,1,641425.0,8426275.0,662.5
12,49,27,67.155,0.94,-45.201,-11.267499999999998,-42.454,HF,1,641425.0,8426275.0,687.5
12,49,28,67.05333333333333,7.603333333333334,-63.266999999999996,-41.30733333333333,-60.40866666666667,HF,0,641425.0,8426275.0,712.5
12,49,29,67.17,4.163333333333333,-21.933999999999997,9.467666666666666,-20.182,HF,1,641425.0,8426275.0,737.5
12,49,30,67.02666666666666,4.236666666666667,-62.077333333333335,-43.78966666666667,-59.01333333333333,HF,1,641425.0,8426275.0,762.5
12,49,31,66.26,0.9666666666666667,-61.370666666666665,-43.96033333333333,-59.51933333333333,HF,1,641425.0,8426275.0,787.5
12,49,32,67.20666666666666,0.7566666666666667,-61.48266666666667,-43.436,-59.978,HF,1,641425.0,8426275.0,812.5
12,49,33,67.88333333333334,0.6766666666666667,-99.0,-99.0,-99.0,HF,1,641425.0,8426275.0,837.5
12,49,34,66.32,0.45999999999999996,-99.0,-99.0,-99.0,CM,1,641425.0,8426275.0,862.5
12,50,26,67.02666666666667,0.8633333333333333,12.423333333333334,61.64000000000001,25.930000000000003,HF,1,641425.0,8426325.0,662.5
12,50,27,58.53,4.38,65.25,24.1,10.64,JP,0,641425.0,8426325.0,687.5
12,51,27,66.87,0.92,8.68,58.76,32.54,HF,1,641425.0,8426375.0,687.5
12,51,28,67.6525,0.735,10.0325,63.779999999999994,26.1825,HF,1,641425.0,8426375.0,712.5
12,51,29,67.92666666666666,0.75,11.13,65.94,22.91,HF,1,641425.0,8426375.0,737.5
12,51,30,67.69,0.8266666666666667,12.616666666666667,65.90333333333334,21.46666666666667,HF,1,641425.0,8426375.0,762.5
12,51,31,67.78999999999999,0.74,15.29,64.1825,20.5175,HF,1,641425.0,8426375.0,787.5
12,51,32,66.92,0.7733333333333333,19.493333333333336,62.26666666666667,18.23,HF,1,641425.0,8426375.0,812.5
12,51,33,66.94,0.79,20.67,59.74,19.57,HF,1,641425.0,8426375.0,837.5
12,53,24,42.4,18.07,-99.0,-99.0,-99.0,MS,0,641425.0,8426475.0,612.5
12,53,25,42.4,18.07,-99.0,-99.0,-99.0,MD,0,641425.0,8426475.0,637.5
12,53,26,67.32333333333332,9.22,-63.251666666666665,-43.20633333333333,-58.541,HF,0,641425.0,8426475.0,662.5
12,53,27,66.44666666666666,0.8866666666666667,-99.0,-99.0,-99.0,HF,1,641425.0,8426475.0,687.5
12,53,28,57.633333333333326,7.923333333333333,-99.0,-99.0,-99.0,HF,0,641425.0,8426475.0,712.5
12,53,29,67.225,0.595,-99.0,-99.0,-99.0,HF,1,641425.0,8426475.0,737.5
12,54,24,66.8,0.98,19.78,57.5,22.72,HF,1,641425.0,8426525.0,612.5
12,54,25,50.57000000000001,16.285,27.57,46.43,26.02,HF,0,641425.0,8426525.0,637.5
12,54,26,67.285,3.14,-8.7675,15.525,-6.029999999999999,HF,1,641425.0,8426525.0,662.5
12,54,27,67.44333333333333,0.6933333333333334,18.313333333333333,58.48,23.19333333333333,HF,1,641425.0,8426525.0,687.5
12,54,28,67.3725,0.695,20.1325,56.8675,22.99,HF,1,641425.0,8426525.0,712.5
12,54,29,67.71000000000001,0.665,14.35,62.114999999999995,23.53,HF,1,641425.0,8426525.0,737.5
12,57,25,67.98,0.8000000000000002,-99.0,-99.0,-99.0,HF,1,641425.0,8426675.0,637.5
12,57,26,67.72,0.62,-99.0,-99.0,-99.0,HF,1,641425.0,8426675.0,662.5
12,57,27,67.35333333333334,0.6866666666666666,-99.0,-99.0,-99.0,HF,1,641425.0,8426675.0,687.5
12,57,36,66.74,0.5900000000000001,27.39,51.575,21.03,CM,1,641425.0,8426675.0,912.5
12,59,33,66.965,0.64,-99.0,-99.0,-99.0,HF,1,641425.0,8426775.0,837.5
12,59,34,66.35666666666667,0.63,-99.0,-99.0,-99.0,HF,1,641425.0,8426775.0,862.5
12,59,35,65.96666666666665,0.5433333333333333,-43.58766666666667,-56.44566666666666,-64.74566666666666,CM,1,641425.0,8426775.0,887.5
12,61,36,-99.0,-99.0,-99.0,-99.0,-99.0,CM,0,641425.0,8426875.0,912.5
12,61,37,-99.0,-99.0,-99.0,-99.0,-99.0,CG,0,641425.0,8426875.0,937.5
12,61,38,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641425.0,8426875.0,962.5
12,65,36,-99.0,-99.0,-99.0,-99.0,-99.0,CG,0,641425.0,8427075.0,912.5
12,65,37,-99.0,-99.0,-99.0,-99.0,-99.0,CG,0,641425.0,8427075.0,937.5
12,65,39,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641425.0,8427075.0,987.5
12,71,23,57.87,22.36,12.1,71.7,16.2,Ms,0,641425.0,8427375.0,587.5
12,73,33,36.25,17.15,-99.0,-99.0,-99.0,md,0,641425.0,8427475.0,837.5
12,73,34,50.50833333333333,7.724999999999999,-65.835,-82.5,-82.5,CG,0,641425.0,8427475.0,862.5
12,75,33,52.04,0.8833333333333333,67.98333333333333,24.26,7.746666666666667,CM,0,641425.0,8427575.0,837.5
12,75,34,62.51,0.77,77.66,18.15,4.18,CM,1,641425.0,8427575.0,862.5
12,76,22,33.96,32.23,90.6,8.6,0.8,JP,0,641425.0,8427625.0,562.5
12,76,23,33.96,32.23,90.6,8.6,0.8,JP,0,641425.0,8427625.0,587.5
12,77,29,60.05666666666667,6.043333333333333,36.88,49.4,13.466666666666667,MD,0,641425.0,8427675.0,737.5
12,77,30,56.580000000000005,0.93,47.9,39.9,12.199999999999998,MS,0,641425.0,8427675.0,762.5
12,77,31,56.58,0.93,47.9,39.9,12.2,MD,0,641425.0,8427675.0,787.5
12,77,32,56.58,0.93,47.9,39.9,12.2,HEM,0,641425.0,8427675.0,812.5
12,77,33,63.883333333333326,0.5833333333333334,60.02333333333333,30.919999999999998,8.966666666666667,CM,1,641425.0,8427675.0,837.5
12,79,21,40.7,41.1,100.0,0.0,0.0,JP,0,641425.0,8427775.0,537.5
12,79,22,40.95,41.55,100.0,0.0,0.0,JP,0,641425.0,8427775.0,562.5
12,79,23,40.900000000000006,41.5,100.0,0.0,0.0,JP,0,641425.0,8427775.0,587.5
12,79,24,62.693333333333335,16.150000000000002,-29.183333333333334,0.35999999999999943,-3.520000000000001,HF,0,641425.0,8427775.0,612.5
12,79,25,67.40666666666668,3.893333333333333,7.483333333333333,55.39333333333334,37.11,HF,1,641425.0,8427775.0,637.5
12,79,26,67.06,4.375,11.407499999999999,62.004999999999995,26.5675,HF,1,641425.0,8427775.0,662.5
12,79,27,67.42999999999999,0.9199999999999999,15.420000000000002,61.06333333333333,23.5,HF,1,641425.0,8427775.0,687.5
12,79,28,48.565,18.1925,15.88,62.57,21.53,HF,0,641425.0,8427775.0,712.5
12,79,30,30.29,25.7,15.88,62.57,21.53,MD,0,641425.0,8427775.0,762.5
12,79,32,30.29,25.7,15.88,62.57,21.53,MD,0,641425.0,8427775.0,812.5
12,79,33,30.29,25.7,15.88,62.57,21.53,CG,0,641425.0,8427775.0,837.5
12,81,23,40.52,40.61,93.98,4.0,2.02,JP,0,641425.0,8427875.0,587.5
12,81,24,54.5,18.439999999999998,44.63999999999999,37.89666666666667,17.45,JP,0,641425.0,8427875.0,612.5
12,81,25,67.46666666666667,13.233333333333334,20.843333333333334,55.65333333333333,23.493333333333336,HF,0,641425.0,8427875.0,637.5
12,81,26,66.86,0.88,24.07,54.01,21.91,HF,1,641425.0,8427875.0,662.5
12,81,27,66.92500000000001,0.7649999999999999,26.450000000000003,50.53,23.009999999999998,HF,1,641425.0,8427875.0,687.5
12,81,28,66.9525,0.85,11.8275,62.2825,25.875,HF,1,641425.0,8427875.0,712.5
12,81,29,67.82666666666667,0.65,13.746666666666668,59.95333333333334,26.3,HF,1,641425.0,8427875.0,737.5
12,81,30,67.85666666666667,0.6266666666666666,-25.456666666666667,8.96,-15.843333333333334,HF,1,641425.0,8427875.0,762.5
12,81,31,42.24333333333333,16.13,25.63,61.62,12.74,MD,0,641425.0,8427875.0,787.5
12,81,32,29.9,23.72,25.63,61.62,12.74,MD,0,641425.0,8427875.0,812.5
12,83,25,40.0,41.6,100.0,0.0,0.0,JP,0,641425.0,8427975.0,637.5
12,83,26,57.76666666666667,18.52,40.919999999999995,42.27,16.80666666666667,HF,0,641425.0,8427975.0,662.5
12,83,27,66.87,4.003333333333333,16.53,61.01666666666667,22.439999999999998,HF,1,641425.0,8427975.0,687.5
12,83,28,67.11666666666666,0.7166666666666667,15.246666666666668,60.366666666666674,24.37,HF,1,641425.0,8427975.0,712.5
12,83,29,65.9975,0.79,13.559999999999999,62.8875,23.5375,HF,1,641425.0,8427975.0,737.5
12,83,30,54.77,6.796666666666667,24.61,50.910000000000004,24.47,HEM,0,641425.0,8427975.0,762.5
12,83,31,38.62,0.78,43.36,45.17,11.46,MD,0,641425.0,8427975.0,787.5
12,83,32,52.955,0.685,43.36,45.17,11.46,HF,0,641425.0,8427975.0,812.5
12,83,33,66.9,0.66,43.36,45.17,11.46,CM,1,641425.0,8427975.0,837.5
12,84,20,36.52,46.61,90.7,7.7,1.6,JP,0,641425.0,8428025.0,512.5
12,85,36,67.36,0.7799999999999999,-26.28,9.99,-16.05,HF,1,641425.0,8428075.0,912.5
12,85,37,61.8,10.149999999999999,-43.675,-15.71,-39.125,HF,0,641425.0,8428075.0,937.5
12,85,38,48.31,27.08,11.65,67.58,20.75,MD,0,641425.0,8428075.0,962.5
12,85,39,52.0275,33.0225,58.245,29.75,11.995000000000001,HF,0,641425.0,8428075.0,987.5
12,87,21,44.42,33.42,47.93,37.58,14.5,JP,0,641425.0,8428175.0,537.5
12,87,22,44.42,33.42,47.93,37.58,14.5,MD,0,641425.0,8428175.0,562.5
12,87,23,47.77333333333333,30.016666666666666,33.593333333333334,44.94333333333333,21.206666666666667,JP,0,641425.0,8428175.0,587.5
12,87,24,65.78666666666668,19.506666666666664,-64.36,-46.10999999999999,-54.46,HF,0,641425.0,8428175.0,612.5
12,87,25,67.875,0.735,-99.0,-99.0,-99.0,HF,1,641425.0,8428175.0,637.5
13,13,19,50.86,5.76,-99.0,-99.0,-99.0,Ms,0,641475.0,8424475.0,487.5
13,13,20,50.86,5.76,-99.0,-99.0,-99.0,Jp,0,641475.0,8424475.0,512.5
13,13,21,50.86,5.76,-99.0,-99.0,-99.0,Jp,0,641475.0,8424475.0,537.5
13,13,22,50.86,5.76,-99.0,-99.0,-99.0,Jp,0,641475.0,8424475.0,562.5
13,15,16,60.88,12.34,-99.0,-99.0,-99.0,MS,0,641475.0,8424575.0,412.5
13,15,18,60.88,12.34,-99.0,-99.0,-99.0,JP,0,641475.0,8424575.0,462.5
13,17,27,12.0,49.1,-99.0,-99.0,-99.0,MS,0,641475.0,8424675.0,687.5
13,18,28,23.095,49.185,-99.0,-99.0,-99.0,JP,0,641475.0,8424725.0,712.5
13,18,29,32.394999999999996,49.995,90.95,8.0,1.03,JP,0,641475.0,8424725.0,737.5
13,21,26,32.39,52.69,100.0,0.0,0.0,ms,0,641475.0,8424875.0,662.5
13,21,29,32.39,52.69,100.0,0.0,0.0,jp,0,641475.0,8424875.0,737.5
13,21,30,42.540000000000006,32.092,-60.6,-78.2,-78.8,hem,0,641475.0,8424875.0,762.5
13,21,31,57.0,11.28,-99.0,-99.0,-99.0,jp,0,641475.0,8424875.0,787.5
13,23,34,59.15,0.94,-99.0,-99.0,-99.0,sr,0,641475.0,8424975.0,862.5
13,23,35,64.09666666666668,0.8466666666666667,-38.872,-60.88466666666667,-65.093,CM,1,641475.0,8424975.0,887.5
13,23,36,67.68666666666667,0.8833333333333333,-60.275,-44.19,-60.382000000000005,hf,1,641475.0,8424975.0,912.5
13,23,37,67.80666666666667,0.75,-99.0,-99.0,-99.0,hf,1,641475.0,8424975.0,937.5
13,23,38,64.66,5.383333333333333,-59.04633333333334,-47.199999999999996,-58.63466666666667,hf,0,641475.0,8424975.0,962.5
13,23,39,63.22,7.61,-99.0,-99.0,-99.0,hf,0,641475.0,8424975.0,987.5
13,25,29,42.599999999999994,38.45,100.0,0.0,0.0,JP,0,641475.0,8425075.0,737.5
13,25,30,59.04666666666666,16.053333333333335,-32.666666666666664,-66.0,-66.0,HF,0,641475.0,8425075.0,762.5
13,25,31,66.7175,0.7625,-43.79525,-18.569499999999998,-36.47475,HF,1,641475.0,8425075.0,787.5
13,25,32,66.75666666666666,3.893333333333333,-63.349,-43.001666666666665,-58.64933333333334,HF,1,641475.0,8425075.0,812.5
13,25,33,66.72,0.7999999999999999,-99.0,-99.0,-99.0,HF,1,641475.0,8425075.0,837.5
13,25,34,62.46333333333333,0.7166666666666667,-61.24466666666667,-45.33033333333333,-58.224333333333334,HF,1,641475.0,8425075.0,862.5
13,27,14,10.8,52.9,100.0,0.0,0.0,JP,0,641475.0,8425175.0,362.5
13,27,15,27.0,52.9,100.0,0.0,0.0,JP,0,641475.0,8425175.0,387.5
13,27,17,35.8,39.9,100.0,0.0,0.0,JP,0,641475.0,8425175.0,437.5
13,27,28,66.71,1.656666666666667,18.133,63.044000000000004,18.04,HF,1,641475.0,8425175.0,712.5
13,27,29,67.14,7.2700000000000005,-20.911333333333335,9.029333333333332,-20.973333333333333,HF,0,641475.0,8425175.0,737.5
13,27,30,67.20333333333333,5.016666666666667,-60.711999999999996,-44.43266666666667,-59.79466666666667,HF,0,641475.0,8425175.0,762.5
13,27,31,56.196666666666665,12.96,16.073333333333334,64.80433333333333,18.16933333333333,HF,0,641475.0,8425175.0,787.5
13,27,33,60.1,3.52,15.694,65.55,17.77,MD,1,641475.0,8425175.0,837.5
13,28,39,53.071666666666665,16.61,18.577,63.41299999999999,17.03,HF,0,641475.0,8425225.0,987.5
13,33,35,54.38,0.79,14.438,62.735,22.302,CG,0,641475.0,8425475.0,887.5
13,33,36,64.74,0.82,14.438,62.735,22.302,CM,1,641475.0,8425475.0,912.5
13,35,31,40.36,43.480000000000004,100.0,0.0,0.0,JP,0,641475.0,8425575.0,787.5
13,35,32,44.79,18.28,-99.0,-99.0,-99.0,MS,0,641475.0,8425575.0,812.5
13,35,33,43.724999999999994,9.675,-13.835,-39.51,-45.16,MD,0,641475.0,8425575.0,837.5
13,35,34,53.362,7.730000000000001,-64.934,-75.204,-77.464,MD,0,641475.0,8425575.0,862.5
13,35,35,49.46857142857142,0.7285714285714286,-1.6685714285714295,-31.01142857142857,-37.46857142857142,CG,0,641475.0,8425575.0,887.5
13,37,34,65.68,0.53,64.45,30.44,5.1,MD,1,641475.0,8425675.0,862.5
13,37,35,65.68,0.53,64.45,30.44,5.1,CM,1,641475.0,8425675.0,887.5
13,39,30,41.9,39.8,100.0,0.0,0.0,JP,0,641475.0,8425775.0,762.5
13,39,31,60.495,11.05,50.945,36.525,12.530000000000001,HF,0,641475.0,8425775.0,787.5
13,39,32,67.18666666666667,0.8066666666666666,27.903333333333332,50.82333333333333,21.266666666666666,HF,1,641475.0,8425775.0,812.5
13,39,34,21.0,8.14,70.93,19.17,9.88,MD,0,641475.0,8425775.0,862.5
13,39,35,30.655,4.34,70.93,19.17,9.88,CG,0,641475.0,8425775.0,887.5
13,40,28,46.16,33.37,95.15,4.25,0.61,JP,0,641475.0,8425825.0,712.5
13,40,29,46.16,33.37,95.15,4.25,0.61,JP,0,641475.0,8425825.0,737.5
13,41,30,52.9,22.89,-0.9050000000000011,-48.1,-49.5,HF,0,641475.0,8425875.0,762.5
13,41,31,37.14,45.89,-99.0,-99.0,-99.0,JP,0,641475.0,8425875.0,787.5
13,41,32,54.769999999999996,19.625,0.020000000000003126,-49.105,-49.42,HF,0,641475.0,8425875.0,812.5
13,41,33,66.375,7.33,-99.0,-99.0,-99.0,HF,0,641475.0,8425875.0,837.5
13,41,34,63.760000000000005,0.845,-99.0,-99.0,-99.0,CG,1,641475.0,8425875.0,862.5
13,41,35,61.09,0.76,-99.0,-99.0,-99.0,CM,1,641475.0,8425875.0,887.5
13,45,27,65.92,11.02,-99.0,-99.0,-99.0,JP,0,641475.0,8426075.0,687.5
13,45,28,65.63499999999999,11.115,-99.0,-99.0,-99.0,HF,0,641475.0,8426075.0,712.5
13,45,29,65.34333333333333,7.716666666666666,-59.47733333333334,-44.364,-61.076,HF,0,641475.0,8426075.0,737.5
13,45,30,66.02666666666666,4.1866666666666665,-57.830000000000005,-45.36966666666667,-61.727666666666664,HF,1,641475.0,8426075.0,762.5
13,45,31,66.71000000000001,1.0150000000000001,-99.0,-99.0,-99.0,HF,1,641475.0,8426075.0,787.5
13,45,32,66.31666666666666,4.01,-99.0,-99.0,-99.0,HF,1,641475.0,8426075.0,812.5
13,46,27,32.1,49.58,100.0,0.0,0.0,JP,0,641475.0,8426125.0,687.5
13,46,28,37.906666666666666,45.68666666666667,100.0,0.0,0.0,JP,0,641475.0,8426125.0,712.5
13,49,24,65.83500000000001,2.18,-99.0,-99.0,-99.0,HF,1,641475.0,8426275.0,612.5
13,49,25,67.18,3.2550000000000003,-69.99825,-57.382000000000005,-70.538,HF,1,641475.0,8426275.0,637.5
13,49,26,67.365,0.99,-42.1845,-15.726999999999997,-40.9315,HF,1,641475.0,8426275.0,662.5
13,49,35,65.225,0.5900000000000001,-99.0,-99.0,-99.0,CM,1,641475.0,8426275.0,887.5
13,50,23,34.94,35.25,8.3,63.18,28.51,MS,0,641475.0,8426325.0,587.5
13,50,24,34.94,35.25,8.3,63.18,28.51,MD,0,641475.0,8426325.0,612.5
13,50,25,59.5275,9.545,9.235,64.05,26.705,HF,0,641475.0,8426325.0,637.5
13,51,34,67.64,0.66,19.564,64.526,15.912,HF,1,641475.0,8426375.0,862.5
13,51,35,65.57,0.5800000000000001,15.777,62.377,21.842,CM,1,641475.0,8426375.0,887.5
13,53,32,66.19,0.6966666666666667,12.603333333333333,61.52,25.876666666666665,HF,1,641475.0,8426475.0,812.5
13,53,33,67.22000000000001,0.65,6.05,65.01,28.94,HF,1,641475.0,8426475.0,837.5
13,53,34,67.84,0.6075,11.27,62.3025,26.4125,HF,1,641475.0,8426475.0,862.5
13,53,35,67.24,0.58,-6.239999999999999,-2.903333333333336,-23.2,HF,1,641475.0,8426475.0,887.5
13,54,23,35.382,48.336,64.486,24.576,10.908,JP,0,641475.0,8426525.0,587.5
13,54,24,67.83,0.76,11.03,64.6,24.36,HF,1,641475.0,8426525.0,612.5
13,55,36,65.58,0.7033333333333333,39.343333333333334,49.181999999999995,11.469999999999999,HF,1,641475.0,8426575.0,912.5
13,55,37,66.96333333333332,0.5766666666666667,16.196,64.23966666666666,18.722666666666665,HF,1,641475.0,8426575.0,937.5
13,55,38,65.3075,3.25,-99.0,-99.0,-99.0,HF,1,641475.0,8426575.0,962.5
13,55,39,60.04,1.0333333333333332,-61.94133333333334,-47.766333333333336,-55.222,HEM,1,641475.0,8426575.0,987.5
13,57,36,66.1325,0.5775,28.023,54.1025,17.865000000000002,HF,1,641475.0,8426675.0,912.5
13,57,37,67.0625,0.6075,19.05625,58.083,22.8575,HF,1,641475.0,8426675.0,937.5
13,57,38,66.9325,0.6325,17.13725,55.303,27.5575,HF,1,641475.0,8426675.0,962.5
13,57,39,67.29,0.65,-22.653333333333332,6.726666666666667,-16.416666666666668,HF,1,641475.0,8426675.0,987.5
13,59,30,65.44,16.29,-99.0,-99.0,-99.0,MS,0,641475.0,8426775.0,762.5
13,59,31,65.44,16.29,-99.0,-99.0,-99.0,HF,0,641475.0,8426775.0,787.5
13,59,32,66.05333333333333,0.6766666666666667,-99.0,-99.0,-99.0,HF,1,641475.0,8426775.0,812.5
13,59,33,67.05,0.66,-99.0,-99.0,-99.0,HF,1,641475.0,8426775.0,837.5
13,67,34,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641475.0,8427175.0,862.5
13,67,35,-99.0,-99.0,-99.0,-99.0,-99.0,MD,0,641475.0,8427175.0,887.5
13,67,36,-99.0,-99.0,-99.0,-99.0,-99.0,CG,0,641475.0,8427175.0,912.5
13,68,36,60.36,0.62,-99.0,-99.0,-99.0,CG,1,641475.0,8427225.0,912.5
13,68,37,64.43,0.4366666666666667,-99.0,-99.0,-99.0,CM,1,641475.0,8427225.0,937.5
13,68,38,65.4,0.33,-99.0,-99.0,-99.0,Jp,1,641475.0,8427225.0,962.5
13,68,39,65.4,0.33,-99.0,-99.0,-99.0,MD,1,641475.0,8427225.0,987.5
13,71,29,42.07,40.09,99.99,0.0,0.0,JP,0,641475.0,8427375.0,737.5
13,71,30,41.730000000000004,39.765,99.53,0.46,0.0,JP,0,641475.0,8427375.0,762.5
13,71,31,54.18000000000001,20.416666666666668,58.333333333333336,32.64,8.99,JP,0,641475.0,8427375.0,787.5
13,71,32,66.11500000000001,7.48,26.235,60.894999999999996,12.875,HF,0,641475.0,8427375.0,812.5
13,71,33,65.7,1.37,26.91,60.19,12.9,MD,1,641475.0,8427375.0,837.5
13,71,35,65.7,1.37,26.91,60.19,12.9,CG,1,641475.0,8427375.0,887.5
13,73,25,38.42,39.6,99.6,0.3,0.1,jp,0,641475.0,8427475.0,637.5
13,73,26,38.19,39.144999999999996,99.6,0.35,0.1,jp,0,641475.0,8427475.0,662.5
13,73,27,39.45,38.195,99.55,0.35,0.1,jp,0,641475.0,8427475.0,687.5
13,73,28,38.045,40.44499999999999,99.55,0.4,0.07500000000000001,jp,0,641475.0,8427475.0,712.5
13,73,29,37.74,42.28,99.6,0.3,0.1,jp,0,641475.0,8427475.0,737.5
13,73,30,39.365,40.55,99.4,0.5,0.15000000000000002,jp,0,641475.0,8427475.0,762.5
13,73,31,40.385000000000005,40.61,96.95,2.75,0.35,jp,0,641475.0,8427475.0,787.5
13,73,32,41.075,39.19,94.6,4.75,0.7,jp,0,641475.0,8427475.0,812.5
13,73,33,66.16499999999999,19.835,-34.63,-21.665,-42.705,hf,0,641475.0,8427475.0,837.5
13,75,27,65.82499999999999,2.63,13.425,53.834999999999994,32.730000000000004,HF,1,641475.0,8427575.0,687.5
13,75,28,65.005,14.315000000000001,16.785,52.325,30.885,HF,0,641475.0,8427575.0,712.5
13,75,29,49.48,12.16,44.315,42.845,12.84,HF,0,641475.0,8427575.0,737.5
13,75,31,42.25,1.44,71.98,21.58,6.43,MD,0,641475.0,8427575.0,787.5
13,77,18,33.96,32.23,90.6,8.6,0.8,JP,0,641475.0,8427675.0,462.5
13,77,20,33.96,32.23,90.6,8.6,0.8,JP,0,641475.0,8427675.0,512.5
13,77,25,42.5,39.5,100.0,0.0,0.0,JP,0,641475.0,8427675.0,637.5
